"date","location","mintemp","maxtemp","rainfall","evaporation","sunshine","windgustdir","windgustspeed","winddir9am","winddir3pm","windspeed9am","windspeed3pm","humidity9am","humidity3pm","pressure9am","pressure3pm","cloud9am","cloud3pm","temp9am","temp3pm","raintoday","risk_mm","raintomorrow"
2021-04-08,"Wollongong",NA,NA,3.8,NA,NA,"NW",22,"SSW","N",4,11,89,75,1014.1,1009.9,NA,NA,20.3,24.2,"Yes",0,"No"
2021-04-09,"Wollongong",NA,30.1,0,NA,NA,"S",65,"NNW","WNW",4,13,59,37,1004.4,1000.9,NA,NA,24.9,29.4,"No",0,"No"
2021-04-10,"Wollongong",NA,23.3,0,NA,NA,"WSW",56,"SW","WSW",9,24,58,34,1006.3,1004,NA,NA,17.7,21.8,"No",0,"No"
2021-04-11,"Wollongong",15.1,19,0,NA,NA,"W",61,"WSW","WSW",31,31,40,31,1009.6,1010.3,2,NA,15.3,18.1,"No",0,"No"
2021-04-12,"Wollongong",12,19.7,0,NA,NA,"WSW",46,"WSW","SSE",22,15,40,49,1019.5,1017.9,NA,NA,15.6,19.3,"No",0,"No"
2021-04-13,"Wollongong",13.3,21.5,0,NA,NA,"NE",39,"S","NE",7,30,46,56,1022.8,1017.6,NA,NA,18.3,20.8,"No",0,"No"
2021-04-14,"Wollongong",16,25.7,0,NA,NA,"NW",57,"N","NNE",15,17,44,43,1014.1,1011,8,6,19.9,25,"No",0,"No"
2021-04-15,"Wollongong",15.7,26.6,0,NA,NA,"WNW",57,"WNW","E",11,19,40,51,1015.7,1012.1,NA,NA,21,22.9,"No",0,"No"
2021-04-16,"Wollongong",16.6,21.3,0,NA,NA,"S",46,"SSW","SSE",22,26,41,60,1021.1,1021.6,NA,8,21,19.1,"No",0,"No"
2021-04-17,"Wollongong",14.5,19.8,0,NA,NA,"WNW",22,NA,"NNE",0,9,74,57,1023.6,1021.4,8,7,17.1,19.3,"No",0,"No"
2021-04-18,"Wollongong",12.4,21.9,0,NA,NA,"SSE",26,"SSW","ESE",17,11,66,63,1022.1,1019,NA,NA,18.5,20.2,"No",0,"No"
2021-04-19,"Wollongong",13.2,22.7,0,NA,NA,"NE",26,NA,"NNE",0,15,54,53,1018.7,1014.4,NA,NA,20,22.3,"No",0,"No"
2021-04-20,"Wollongong",14.8,23.5,0,NA,NA,"W",35,"NNW","N",11,22,49,42,1014.9,1009.9,NA,1,19,22.6,"No",0,"No"
2021-04-21,"Wollongong",14.1,20,0,NA,NA,"WNW",44,"SW","S",22,31,47,54,1013.7,1013.2,NA,NA,16.8,18.9,"No",0,"No"
2021-04-22,"Wollongong",12.2,20.5,0,NA,NA,"W",46,"WNW","W",17,20,45,31,1012.3,1010.9,NA,NA,15.6,19,"No",0,"No"
2021-04-23,"Wollongong",14,21.4,0,NA,NA,"W",33,"WNW","SE",20,11,45,38,1017,1015.9,NA,NA,17.7,20.5,"No",0,"No"
2021-04-24,"Wollongong",12.3,21,0,NA,NA,"WNW",22,"NW","SE",13,13,52,54,1022.2,1019.9,NA,NA,17.8,20,"No",0,"No"
2021-04-25,"Wollongong",12.3,21.2,0,NA,NA,"SSE",31,"SSW","SSE",13,20,67,71,1024.2,1022.6,NA,2,18.7,18.8,"No",0,"No"
2021-04-26,"Wollongong",13.6,21.4,0,NA,NA,"NNW",20,"S","ENE",6,9,65,60,1025.5,1023.5,NA,NA,18.5,20.4,"No",0,"No"
2021-04-27,"Wollongong",13.3,22,0,NA,NA,"NW",20,"NW","SE",13,11,65,63,1027.7,1025.4,NA,NA,19.4,20.4,"No",0,"No"
2021-04-28,"Wollongong",16.5,22,0,NA,NA,"NE",26,"NE","NE",6,17,69,62,1026.5,1023.4,1,1,20.6,20.6,"No",0,"No"
2021-04-29,"Wollongong",15.2,22.6,0,NA,NA,"ENE",28,"NNW","NE",2,20,68,72,1024.8,1022.9,NA,1,19.8,21,"No",0,"No"
2021-04-30,"Wollongong",13.8,22.3,0,NA,NA,"ENE",24,NA,"NE",0,7,74,72,1029,1027.2,3,1,19.2,21.5,"No",0,"No"
2021-05-01,"Wollongong",NA,22.5,0,NA,NA,"NE",28,NA,"NNE",0,9,80,75,1030.6,1027.8,3,NA,20.6,21.8,"No",0,"No"
2021-05-02,"Wollongong",NA,24.2,0,NA,NA,"NE",41,"N","NE",19,28,69,72,1028.3,1024.4,NA,NA,21.7,22,"No",0,"No"
2021-05-03,"Wollongong",NA,24,0,NA,NA,"N",28,"N","NNE",7,15,73,70,1021.8,1017.6,NA,NA,20.8,23.2,"No",0,"No"
2021-05-04,"Wollongong",NA,19,0,NA,NA,"S",30,"WSW","SW",9,9,78,89,1017.2,1015.8,8,8,18.5,16.6,"No",14.4,"Yes"
2021-05-05,"Wollongong",NA,NA,14.4,NA,NA,"SSW",46,"WSW","WSW",15,22,92,92,1016.2,1013.6,8,8,16.9,17.7,"Yes",25.6,"Yes"
2021-05-06,"Wollongong",NA,NA,25.6,NA,NA,"S",78,"S","SE",57,31,95,88,1014.9,1013.1,8,8,19.8,21.1,"Yes",32.8,"Yes"
2021-05-07,"Wollongong",NA,22.1,32.8,NA,NA,"S",56,"ESE","SSW",17,31,93,83,1012.5,1009.9,8,8,20.5,21.1,"Yes",3.6,"Yes"
2021-05-08,"Wollongong",NA,26.3,3.6,NA,NA,"W",30,"W","SW",17,13,63,40,1012,1011.8,NA,NA,22,24.9,"Yes",0,"No"
2021-05-09,"Wollongong",NA,23.1,0,NA,NA,"WSW",31,"WSW","SSE",9,7,64,73,1019.2,1016.6,NA,7,20.6,20.9,"No",0,"No"
2021-05-10,"Wollongong",NA,25.6,0,NA,NA,"WSW",37,"SE","WNW",7,13,58,39,1014.8,1011.5,NA,1,21.1,25.2,"No",0,"No"
2021-05-11,"Wollongong",NA,22.4,0,NA,NA,"NNW",43,"N","S",7,22,65,74,1015.3,1015.2,1,6,20.1,18.9,"No",4.4,"Yes"
2021-05-12,"Wollongong",NA,21.1,4.4,NA,NA,"S",33,"S","S",11,24,70,72,1020.8,1018.1,8,NA,18.6,20.5,"Yes",4,"Yes"
2021-05-13,"Wollongong",NA,22.4,4,NA,NA,"W",50,"SSW","NNE",6,11,74,66,1014.1,1009,NA,NA,19.6,22,"Yes",0,"No"
2021-05-14,"Wollongong",14.8,NA,0,NA,NA,NA,NA,"W","WNW",28,20,42,38,1011.9,1011.2,NA,NA,17,18.4,"No",0,"No"
2021-05-15,"Wollongong",12.8,18.8,0,NA,NA,"W",69,"N","W",6,24,49,33,1012,1010.8,NA,NA,15.9,17.5,"No",0,"No"
2021-05-16,"Wollongong",10.4,19.7,0,NA,NA,"W",48,"W","WNW",15,13,46,28,1021.3,1017.3,NA,NA,14.8,19.5,"No",0,"No"
2021-05-17,"Wollongong",12.2,19.8,0,NA,NA,"W",48,"WSW","SSE",20,22,48,54,1021.8,1022.1,NA,4,16.6,17.9,"No",0,"No"
2021-05-18,"Wollongong",10.2,20,0,NA,NA,"E",19,"NNW","NE",2,13,53,51,1028.9,1026.5,NA,NA,17.2,19.3,"No",0,"No"
2021-05-19,"Wollongong",11.4,21.6,0,NA,NA,"NNE",24,"NW","NNE",7,9,50,39,1028.7,1025.1,NA,NA,17.9,21.1,"No",0,"No"
2021-05-20,"Wollongong",12.1,22.3,0,NA,NA,"WNW",48,"W","SSW",13,15,46,32,1025.9,1025,6,NA,17.2,20.6,"No",4.6,"Yes"
2021-05-21,"Wollongong",13.1,18.5,4.6,NA,NA,"SSW",41,"WSW","S",17,33,92,66,1031.2,1029,7,8,14.8,18.1,"Yes",0,"No"
2021-05-22,"Wollongong",10.5,20.1,0,NA,NA,"SSE",22,"WSW","SSE",9,9,69,64,1028.2,1024.7,3,NA,17.4,19.4,"No",0,"No"
2021-05-23,"Wollongong",13.6,20.9,0,NA,NA,"S",35,"WSW","S",11,22,76,69,1027.3,1026.4,NA,NA,18.2,19.9,"No",14.2,"Yes"
2021-05-24,"Wollongong",15.9,19.8,14.2,NA,NA,"N",33,"SW","S",15,9,90,83,1031.3,1028.6,NA,NA,17.7,18.9,"Yes",3.2,"Yes"
2021-05-25,"Wollongong",15.4,22.1,3.2,NA,NA,"N",52,"NNW","NE",30,24,69,68,1026,1020.6,NA,NA,19.6,21.1,"Yes",0,"No"
2021-05-26,"Wollongong",16.1,22,0,NA,NA,"WNW",63,"NW","W",11,20,51,37,1017.2,1016.5,NA,NA,18.4,20.7,"No",0,"No"
2021-05-27,"Wollongong",12.3,20.3,0,NA,NA,"W",39,"W","SW",13,17,48,33,1023.5,1020.7,NA,NA,15.3,19.8,"No",0,"No"
2021-05-28,"Wollongong",13.2,17.6,0,NA,NA,"SSW",59,"SW","SSW",26,37,46,43,1024.5,1025,NA,NA,15.7,16.8,"No",0,"No"
2021-05-29,"Wollongong",11.8,16.6,0,NA,NA,"SSW",56,"SW","SW",28,30,49,55,1029.4,1027.7,7,8,13.4,15.6,"No",0,"No"
2021-05-30,"Wollongong",12.3,17.7,0,NA,NA,"SSW",48,"SW","SSW",24,22,64,57,1029.1,1026.6,5,5,15,17.4,"No",0,"No"
2021-05-31,"Wollongong",11.5,19,0,NA,NA,"NW",17,NA,"ENE",0,9,56,55,1025.9,1023.3,NA,1,16.1,18.1,"No",0,"No"
2021-06-01,"Wollongong",12.1,22.2,0,NA,NA,"NW",31,"NW","NNE",11,13,62,52,1023,1020.1,NA,7,16.4,20.2,"No",0,"No"
2021-06-02,"Wollongong",14.1,21.9,0,NA,NA,"ENE",26,"NNW","NE",7,20,50,60,1021.3,1017.5,1,1,17.9,21.1,"No",0,"No"
2021-06-03,"Wollongong",14.9,18.6,0,NA,NA,"WSW",50,"WNW","WSW",6,7,69,90,1014.9,1010.9,8,8,16.9,16.1,"No",8.6,"Yes"
2021-06-04,"Wollongong",13.1,21.4,8.6,NA,NA,"SSW",41,"SW","WSW",15,15,63,49,1010.9,1010.3,6,8,16.9,19,"Yes",0,"No"
2021-06-05,"Wollongong",9.2,18.3,0,NA,NA,"W",33,"WSW","NNE",11,13,49,47,1022.7,1019.9,NA,NA,13.9,17.7,"No",0,"No"
2021-06-06,"Wollongong",11.8,20.5,0,NA,NA,"WSW",37,"NNW","SE",2,11,45,49,1023.7,1022.7,NA,NA,17.1,19.3,"No",0,"No"
2021-06-07,"Wollongong",12.9,21.3,0,NA,NA,"N",41,"WSW","N",4,9,59,47,1023,1018,NA,NA,16.7,21,"No",0,"No"
2021-06-08,"Wollongong",14.5,19.7,0,NA,NA,"N",56,"NE","NNE",13,20,51,55,1012.8,1008,8,6,17.2,18.8,"No",4,"Yes"
2021-06-09,"Wollongong",11.4,17.3,4,NA,NA,"WNW",46,"W","NW",17,20,62,53,1004.2,1000.9,2,5,13.3,14.3,"Yes",0,"No"
2021-06-10,"Wollongong",7.3,12.8,0,NA,NA,"N",30,"WNW","SW",9,15,74,88,1006.1,1006,8,8,9.4,10.1,"No",6.4,"Yes"
2021-06-11,"Wollongong",6.5,16.8,6.4,NA,NA,"WNW",59,"WNW","SSW",9,9,78,66,1010.4,1009.1,8,8,12.7,16.1,"Yes",0.2,"No"
2021-06-12,"Wollongong",12.6,19.3,0.2,NA,NA,"WNW",57,"NNW","WSW",15,22,50,37,1014.1,1013,6,NA,15.8,18.8,"No",0,"No"
2021-06-13,"Wollongong",13.6,20.2,0,NA,NA,"W",56,"W","W",28,15,49,42,1015.7,1014,NA,NA,16,19.9,"No",0,"No"
2021-06-14,"Wollongong",14.2,19.4,0,NA,NA,"S",30,"SW","S",9,22,66,59,1016.6,1014.8,8,8,16.9,18.5,"No",0,"No"
2021-06-15,"Wollongong",12.8,19.2,0,NA,NA,"S",20,"W","S",6,13,71,70,1018.1,1015.8,5,8,16.9,17.8,"No",0,"No"
2021-06-16,"Wollongong",12.5,20.4,0,NA,NA,"WNW",43,"NW","N",11,13,71,67,1017.2,1012.8,NA,7,16.6,18.8,"No",4.6,"Yes"
2021-06-17,"Wollongong",11.9,18.7,4.6,NA,NA,"WNW",74,"W","WNW",33,20,48,41,1008.4,1005.9,NA,NA,15,18.1,"Yes",0,"No"
2021-06-18,"Wollongong",12.8,19.6,0,NA,NA,"WSW",63,"SW","WSW",20,22,54,42,1006.2,1004.9,NA,8,16.2,18.3,"No",7.4,"Yes"
2021-06-19,"Wollongong",12.6,16.7,7.4,NA,NA,"SSW",74,"SSW","SW",43,44,57,79,1012.8,1016,8,8,16.4,15.5,"Yes",4.2,"Yes"
2021-06-20,"Wollongong",13.7,17,4.2,NA,NA,"SSW",59,"SW","SSW",33,37,81,83,1024.2,1023.7,8,8,13.8,14.8,"Yes",3,"Yes"
2021-06-21,"Wollongong",12.1,17.7,3,NA,NA,"SW",35,"SW","S",17,22,76,72,1027.8,1026.8,7,8,15.1,16.4,"Yes",0,"No"
2021-06-22,"Wollongong",12.7,17.7,0,NA,NA,"N",24,"SW","SE",7,4,70,81,1031.4,1030,8,8,15.7,16.1,"No",0.8,"No"
2021-06-23,"Wollongong",13,19.6,0.8,NA,NA,"N",43,"NW","N",9,13,78,65,1027,1022.5,4,6,15.9,19,"No",0,"No"
2021-06-24,"Wollongong",15.8,22.7,0,NA,NA,"N",54,"N","N",22,35,69,55,1014.8,1009.4,8,1,18.5,22.1,"No",0.4,"No"
2021-06-25,"Wollongong",13.2,21,0.4,NA,NA,"NW",44,"WNW","W",13,9,50,39,1014.5,1013,NA,NA,17.4,20.5,"No",0,"No"
2021-06-26,"Wollongong",11.4,19,0,NA,NA,"WNW",63,"WSW","WSW",13,24,56,44,1018,1017.1,NA,1,15.2,17.9,"No",0,"No"
2021-06-27,"Wollongong",12.1,19.5,0,NA,NA,"WSW",33,"WSW","ENE",17,9,47,46,1024.5,1024.7,NA,NA,14.9,18.6,"No",0,"No"
2021-06-28,"Wollongong",9.8,17.8,0,NA,NA,"SSW",35,"SW","S",13,28,69,65,1032.3,1031.2,2,8,15.5,17.3,"No",0,"No"
2021-06-29,"Wollongong",12.8,17.7,0,NA,NA,"S",35,"SW","S",13,19,69,76,1034.5,1032.2,7,8,15.6,17.1,"No",14.6,"Yes"
2021-06-30,"Wollongong",13.1,18.6,14.6,NA,NA,"NNE",35,"W","SSW",2,6,93,85,1031.4,1028,8,8,15,17.4,"Yes",2.4,"Yes"
2021-07-01,"Wollongong",13.5,19.1,2.4,NA,NA,"NW",26,NA,"E",0,2,87,77,1025.1,1021.5,7,7,16.1,18.3,"Yes",1.8,"Yes"
2021-07-02,"Wollongong",12.2,20.4,1.8,NA,NA,"NW",28,"S","NE",9,19,71,72,1018.2,1015.7,NA,NA,16.1,19.4,"Yes",0.2,"No"
2021-07-03,"Wollongong",12.7,20.6,0.2,NA,NA,"W",48,"WSW","NNE",4,13,61,60,1018.3,1016,NA,8,16.7,18.7,"No",0,"No"
2021-07-04,"Wollongong",9.8,17.9,0,NA,NA,"WNW",46,"W","NW",24,11,48,38,1021.1,1018.9,NA,NA,12.9,17.5,"No",0,"No"
2021-07-05,"Wollongong",10.7,17.5,0,NA,NA,"W",50,"WSW","SW",20,13,54,38,1020.8,1018.4,NA,NA,13.7,16.9,"No",0,"No"
2021-07-06,"Wollongong",8.8,16.7,0,NA,NA,"S",26,"W","SSE",7,13,66,58,1021.8,1020.2,NA,1,11.5,15.8,"No",0,"No"
2021-07-07,"Wollongong",8.1,16.9,0,NA,NA,"S",19,"WSW","ESE",9,9,65,55,1026,1023.8,NA,6,13.6,16.3,"No",0,"No"
2021-07-08,"Wollongong",8,18.8,0,NA,NA,"NE",26,"WNW","NNE",6,17,69,55,1024.3,1020,5,8,13.4,18.1,"No",0,"No"
2021-07-09,"Wollongong",11.1,16.1,0,NA,NA,"S",39,"SW","SSE",13,24,74,88,1015.2,1012.3,8,8,13.5,14.5,"No",19.2,"Yes"
2021-07-10,"Wollongong",12.2,16.6,19.2,NA,NA,"SSW",56,"SW","SSW",22,35,87,73,1018.4,1020,8,8,13,16.1,"Yes",3.4,"Yes"
2021-07-11,"Wollongong",11.5,17.8,3.4,NA,NA,"SSW",39,"SSW","S",24,22,84,71,1027.3,1024.9,8,NA,14,17,"Yes",0.4,"No"
2021-07-12,"Wollongong",10.3,19.2,0.4,NA,NA,"NNE",30,NA,"N",0,19,77,58,1024.1,1019.4,NA,6,15,18.5,"No",0,"No"
2021-07-13,"Wollongong",11,21,0,NA,NA,"WNW",31,"NW","N",9,15,64,52,1018.6,1015.1,NA,NA,16,19.5,"No",0,"No"
2021-07-14,"Wollongong",13.8,18.8,0,NA,NA,"NNE",35,"N","N",13,17,52,54,1013.5,1009,8,8,16,17.1,"No",0,"No"
2021-07-15,"Wollongong",13.4,23.2,0,NA,NA,"W",33,"NNW","NE",15,15,65,59,1006,1001.4,NA,NA,18.7,21.2,"No",0.2,"No"
2021-07-16,"Wollongong",13.1,20.1,0.2,NA,NA,"NW",96,"N","WNW",19,52,62,44,996,991.5,NA,NA,16.5,17.2,"No",1.6,"Yes"
2021-07-17,"Wollongong",11.9,15.9,1.6,NA,NA,NA,NA,"WNW","WNW",46,35,54,44,995.6,994.3,NA,NA,13.2,14.3,"Yes",NA,NA
2021-07-18,"Wollongong",NA,20.1,NA,NA,NA,"W",63,"WSW","WSW",15,17,50,41,1011.2,1012.7,NA,NA,15.9,19.1,NA,0,"No"
2021-07-19,"Wollongong",9.9,17.9,0,NA,NA,"WNW",30,"W","WNW",2,13,62,42,1017.6,1013.7,4,8,13.6,16.9,"No",0,"No"
2021-07-20,"Wollongong",10.2,17.5,0,NA,NA,"WNW",61,"SW","WNW",15,13,50,49,1009.4,1005.2,4,8,13.7,16,"No",0,"No"
2021-07-21,"Wollongong",11.3,15.8,0,NA,NA,"SSW",63,"SW","SSW",35,31,43,42,1014.1,1015.5,2,NA,12.7,15.5,"No",0,"No"
2021-07-22,"Wollongong",8.2,18.4,0,NA,NA,"N",44,"NW","N",7,15,53,33,1018.6,1013.5,NA,NA,14.6,18.2,"No",0,"No"
2021-07-23,"Wollongong",12.7,17.3,0,NA,NA,"NNW",57,"NNW","NNE",20,13,59,69,1010.1,1006,8,8,14,14.9,"No",1.2,"Yes"
2021-07-24,"Wollongong",12.1,18.5,1.2,NA,NA,"WNW",69,"W","WNW",13,20,71,39,1002.1,1001,8,NA,14.8,17,"Yes",0,"No"
2021-07-25,"Wollongong",11.6,17.6,0,NA,NA,"NW",102,"WNW","WSW",69,24,42,34,1002.3,1007.8,NA,8,12.9,14.9,"No",0,"No"
2021-07-26,"Wollongong",11.9,20.4,0,NA,NA,"WNW",72,"W","W",11,22,51,40,1014.1,1013.3,5,3,17.4,19.9,"No",0,"No"
2021-07-27,"Wollongong",14.8,21.3,0,NA,NA,"SW",59,"NW","NNW",9,17,50,44,1018.1,1014.4,NA,NA,18.3,21,"No",0,"No"
2021-07-28,"Wollongong",16.6,26.1,0,NA,NA,"NW",106,"NE","W",30,19,55,31,1007.4,1002.8,NA,7,17.7,23.1,"No",0,"No"
2021-07-29,"Wollongong",11.9,19.2,0,NA,NA,"WNW",69,"WSW","W",20,13,45,30,1013.5,1014,NA,NA,14.2,18.9,"No",0,"No"
2021-07-30,"Wollongong",9.2,18.6,0,NA,NA,"NNW",26,NA,"NNE",0,15,46,46,1020.6,1017.1,NA,NA,14.8,17.7,"No",0,"No"
2021-07-31,"Wollongong",11.9,22.7,0,NA,NA,"NE",41,"N","NE",17,31,30,51,1014.1,1008.1,7,6,18.4,20.3,"No",0,"No"
2021-08-01,"Wollongong",16.3,25.5,0,NA,NA,"SSW",57,"NW","NW",35,33,47,48,1005.1,1008.6,NA,8,22.7,20.5,"No",0,"No"
2021-08-02,"Wollongong",9.6,19.1,0,NA,NA,"N",31,NA,"NE",0,28,63,59,1020.8,1017.3,NA,4,16.6,18,"No",1,"No"
2021-08-03,"Wollongong",14.4,20.4,1,NA,NA,"NW",56,"NW","WSW",20,20,69,34,1008.6,1007.5,NA,3,17.4,19.5,"No",0,"No"
2021-08-04,"Wollongong",11.8,17,0,NA,NA,"WNW",76,"WNW","W",43,31,46,38,1010.2,1010.2,4,NA,12.9,16.5,"No",0,"No"
2021-08-05,"Wollongong",12.9,20.8,0,NA,NA,"W",46,"WSW","W",24,20,49,40,1016.2,1016.1,NA,NA,16.4,20.2,"No",0,"No"
2021-08-06,"Wollongong",13,21.6,0,NA,NA,"WSW",44,"W","ENE",19,20,48,56,1021.5,1019.8,NA,NA,16.4,19.5,"No",0,"No"
2021-08-07,"Wollongong",11,20.5,0,NA,NA,"WSW",28,"W","E",9,15,51,59,1025.2,1021.7,NA,NA,15.2,17.8,"No",2.4,"Yes"
2021-08-08,"Wollongong",12.3,17.1,2.4,NA,NA,"SE",39,"SW","SSE",19,17,91,51,1032.7,1031.2,7,8,13,16.5,"Yes",0.2,"No"
2021-08-09,"Wollongong",11.8,19.5,0.2,NA,NA,"WNW",50,"NW","NE",13,26,69,62,1031.3,1026.5,8,5,15.2,18.8,"No",0,"No"
2021-08-10,"Wollongong",13.3,23.3,0,NA,NA,"NW",41,"NNW","N",19,24,59,38,1026.9,1022.7,NA,NA,19,22.7,"No",0,"No"
2021-08-11,"Wollongong",15.4,25.8,0,NA,NA,"N",50,"NE","NNW",13,26,49,37,1023.5,1017.5,NA,NA,19.6,24.7,"No",0,"No"
2021-08-12,"Wollongong",14.9,21.1,0,NA,NA,"W",54,"WNW","SE",19,13,42,44,1024.1,1023.8,NA,NA,17.1,19.1,"No",0,"No"
2021-08-13,"Wollongong",11.4,20.3,0,NA,NA,"WNW",37,"WNW","ESE",19,9,47,50,1027.3,1023.9,NA,NA,15.1,17.9,"No",0,"No"
2021-08-14,"Wollongong",9.6,19.4,0,NA,NA,"N",19,"SSW","N",6,9,54,63,1029,1025.9,NA,NA,17.1,19,"No",0,"No"
2021-08-15,"Wollongong",12.9,22.6,0,NA,NA,"W",35,"WNW","W",7,15,33,21,1025.2,1020.9,NA,NA,17.7,22.1,"No",0,"No"
2021-08-16,"Wollongong",14.4,23.2,0,NA,NA,"W",69,"W","WSW",22,17,32,26,1017.8,1015.8,NA,NA,18.1,22.4,"No",0,"No"
2021-08-17,"Wollongong",12.3,18.5,0,NA,NA,"WSW",48,"WSW","ESE",15,13,40,41,1022,1020.2,NA,NA,15.9,17.2,"No",0,"No"
2021-08-18,"Wollongong",10.8,18.5,0,NA,NA,"NE",24,"SSW","NE",11,13,59,56,1026,1022.7,NA,NA,16.3,18,"No",0,"No"
2021-08-19,"Wollongong",12.6,20.6,0,NA,NA,"NW",33,"NW","NE",7,30,52,66,1023.9,1020.4,NA,NA,18.1,19.5,"No",0,"No"
2021-08-20,"Wollongong",12.1,23.9,0,NA,NA,"NW",33,NA,"NNW",0,17,63,35,1020.9,1016.3,NA,4,18.4,22.8,"No",0,"No"
2021-08-21,"Wollongong",15.8,25.6,0,NA,NA,"NE",39,"W","NW",6,7,40,32,1020,1015.1,8,NA,19.3,25.1,"No",0,"No"
2021-08-22,"Wollongong",15.6,23.7,0,NA,NA,"NNW",50,"N","NE",17,28,46,71,1020,1014.5,NA,NA,21.3,21,"No",0,"No"
2021-08-23,"Wollongong",19.6,27.1,0,NA,NA,"NNW",76,"NNW","NNW",35,54,50,42,1012.3,1007.4,7,7,21.6,24.5,"No",27,"Yes"
2021-08-24,"Wollongong",10.9,14.4,27,NA,NA,"SW",91,"SW","SW",31,48,89,81,1007.8,1002.2,8,8,11.1,13.7,"Yes",34.4,"Yes"
2021-08-25,"Wollongong",9.6,18.1,34.4,NA,NA,"SW",72,"SW","WSW",33,26,62,48,1010.6,1010.5,8,8,12.5,17,"Yes",0,"No"
2021-08-26,"Wollongong",10.6,18.5,0,NA,NA,"SSW",39,"SSW","SSE",22,26,49,63,1017.8,1016,NA,8,15.8,17.2,"No",0,"No"
2021-08-27,"Wollongong",12.6,18.8,0,NA,NA,"W",33,"N","SSE",4,15,61,68,1016.3,1014.1,3,6,16.2,17.1,"No",0,"No"
2021-08-28,"Wollongong",13.3,19.1,0,NA,NA,"WSW",39,"SW","S",19,20,63,63,1016.9,1015.7,8,5,15.8,17.6,"No",0,"No"
2021-08-29,"Wollongong",10.9,18.4,0,NA,NA,"E",37,"NNW","WNW",9,9,70,55,1015.8,1010.8,8,7,15.9,17.3,"No",0,"No"
2021-08-30,"Wollongong",12.1,18.9,0,NA,NA,"W",35,"SW","NE",6,11,46,50,1018.5,1017.2,NA,1,17.4,18.5,"No",0,"No"
2021-08-31,"Wollongong",12,NA,0,NA,NA,"NE",31,"NW","ENE",13,30,50,62,1022.5,1018.8,NA,NA,18.6,20.1,"No",0,"No"
2021-09-01,"Wollongong",14.3,23.9,0,NA,NA,"W",30,"NNW","ENE",7,6,41,53,1026.3,1026.4,NA,NA,22,22.7,"No",0,"No"
2021-09-02,"Wollongong",15.5,NA,0,NA,NA,"NE",50,"NNE","NE",24,39,80,NA,1030.2,1025.5,8,NA,20.4,NA,"No",0,"No"
2021-09-03,"Wollongong",NA,NA,0,NA,NA,"NE",52,"N","NE",20,43,NA,NA,1025.5,1019.4,NA,NA,NA,NA,"No",0,"No"
2021-09-04,"Wollongong",NA,NA,0,NA,NA,"NE",39,"NNE","NE",24,15,NA,NA,1018.8,1015.9,7,8,NA,NA,"No",10.4,"Yes"
2021-09-05,"Wollongong",NA,NA,10.4,NA,NA,"WSW",57,"NNW","WSW",11,28,NA,NA,1013,1014,NA,5,NA,NA,"Yes",0.2,"No"
2021-09-06,"Wollongong",NA,NA,0.2,NA,NA,"S",57,"WSW","S",24,39,NA,NA,1023.4,1024,NA,NA,NA,NA,"No",0,"No"
2021-09-07,"Wollongong",NA,NA,0,NA,NA,"W",43,"W","WSW",24,22,NA,NA,1025,1022.6,NA,NA,NA,NA,"No",0,"No"
2021-09-08,"Wollongong",NA,NA,0,NA,NA,"NNE",35,"SE","NNE",7,19,NA,NA,1031.5,1026.6,NA,NA,NA,NA,"No",0,"No"
2021-09-09,"Wollongong",NA,NA,0,NA,NA,"W",57,"W","W",24,20,NA,NA,1024.8,1020.4,NA,NA,NA,NA,"No",0,"No"
2021-09-10,"Wollongong",NA,20.7,0,NA,NA,"NW",56,"E","ESE",13,13,NA,71,1021.9,1021,NA,7,NA,17.5,"No",0,"No"
2021-09-11,"Wollongong",13.9,28.8,0,NA,NA,"NW",54,"NW","NW",37,30,37,16,1016,1009.7,NA,NA,20.7,28.3,"No",0,"No"
2021-09-12,"Wollongong",18.6,29.6,0,NA,NA,"NW",81,"NNW","NW",30,48,29,12,1005,1002.3,NA,NA,23,28.4,"No",0,"No"
2021-09-13,"Wollongong",10.9,16.5,0,NA,NA,"S",56,"SSW","SSW",20,41,58,63,1014.4,1016.8,NA,8,15.2,13.3,"No",16.2,"Yes"
2021-09-14,"Wollongong",8.9,NA,16.2,NA,NA,"S",65,"SSW","SSW",31,37,72,72,1023.5,1022.9,7,8,11.7,13.6,"Yes",1.6,"Yes"
2021-09-15,"Wollongong",NA,NA,1.6,NA,NA,"S",52,"SSW","S",31,41,NA,NA,1025.5,1023.1,NA,4,NA,NA,"Yes",NA,NA
2021-09-16,"Wollongong",NA,NA,NA,NA,NA,"S",39,"SSW","SE",24,22,NA,NA,1024.8,1022,1,4,NA,NA,NA,NA,NA
2021-09-17,"Wollongong",NA,NA,NA,NA,NA,"NE",50,"NNW","NE",19,41,NA,NA,1022.4,1017,NA,NA,NA,NA,NA,NA,NA
2021-09-18,"Wollongong",NA,NA,NA,NA,NA,"W",54,"N","WNW",17,26,NA,NA,1013.2,1012.5,NA,5,NA,NA,NA,0.4,"No"
2021-09-19,"Wollongong",NA,NA,0.4,NA,NA,"NW",52,"ENE","WSW",19,20,NA,NA,1021.6,1016.6,NA,NA,NA,NA,"No",0,"No"
2021-09-20,"Wollongong",NA,26.2,0,NA,NA,"W",81,"NNE","W",15,22,NA,22,1013,1007,NA,NA,NA,25.8,"No",0,"No"
